CollectionID,Background,Body,Eyes,Mouth,Accessory,InscriptionID
95,black.png,yellow.png,orange yellow.png,orange.png,orange right.png,10159
96,orange.png,red.png,orange yellow.png,red.png,yellow right.png,10160
97,red.png,blue.png,blue red.png,orange.png,red left.png,10161
98,black.png,black.png,orange blue.png,blue.png,yellow left.png,10162
99,blue.png,black.png,green red.png,orange.png,black left.png,10163
100,red.png,red.png,up_and_out black yellow.png,orange.png,black right.png,10164
101,green.png,yellow.png,green yellow.png,yellow.png,black right.png,10165
102,black.png,black.png,blue red.png,blue.png,green left.png,10166
103,green.png,yellow.png,yellow red.png,orange.png,orange right.png,10167
104,red.png,orange.png,up_and_out black yellow.png,orange.png,green left.png,10168
105,red.png,green.png,red blue.png,orange.png,blue right.png,10169
106,green.png,green.png,orange yellow.png,blue.png,orange right.png,10170
107,blue.png,black.png,orange blue.png,black.png,red left.png,10171
108,blue.png,black.png,down black up red.png,orange.png,orange right.png,10172
109,green.png,black.png,yellow blue.png,orange.png,green left.png,10173
110,green.png,yellow.png,black red.png,red.png,black right.png,10174
111,red.png,blue.png,green yellow.png,blue.png,green right.png,10175
112,orange.png,orange.png,green red.png,orange.png,yellow left.png,10176
113,yellow.png,blue.png,yellow blue.png,orange.png,blue left.png,10177
114,blue.png,black.png,yellow green blue.png,orange.png,orange right.png,10178
115,yellow.png,blue.png,yellow black black yellow.png,black.png,blue right.png,10179
116,black.png,red.png,yellow green blue.png,orange.png,black right.png,10180
117,orange.png,red.png,yellow red.png,yellow.png,black right.png,10181
118,yellow.png,yellow.png,black yellow yellow black.png,green.png,blue right.png,10182
119,orange.png,red.png,green blue.png,green.png,orange left.png,10183
120,red.png,red.png,black yellow.png,red.png,green left.png,10184
121,yellow.png,green.png,black yellow.png,green.png,green left.png,10185
122,orange.png,green.png,black yellow.png,red.png,yellow right.png,10186
123,red.png,orange.png,orange blue.png,orange.png,black right.png,10187
124,green.png,black.png,yellow red.png,yellow.png,yellow right.png,10188
125,blue.png,orange.png,orange yellow.png,black.png,green right.png,10189
126,yellow.png,green.png,yellow red.png,green.png,blue left.png,10190
127,yellow.png,red.png,left black yellow.png,yellow.png,black left.png,10191
128,red.png,green.png,black red.png,green.png,none.png,10192
129,yellow.png,red.png,yellow black black yellow.png,black.png,none.png,10193
130,yellow.png,red.png,black yellow.png,yellow.png,yellow right.png,10194
131,red.png,green.png,yellow red.png,black.png,orange right.png,10195
132,orange.png,yellow.png,up_and_out black yellow.png,black.png,blue left.png,10196
133,yellow.png,blue.png,multicolor.png,green.png,black right.png,10197
134,green.png,orange.png,blue red.png,blue.png,none.png,10198
135,yellow.png,yellow.png,up_and_out black yellow.png,blue.png,yellow left.png,10199
136,yellow.png,black.png,blue red.png,orange.png,orange left.png,10200
137,orange.png,orange.png,yellow green blue.png,black.png,red left.png,10201
138,blue.png,green.png,green blue.png,orange.png,yellow right.png,10202
139,red.png,red.png,black yellow.png,orange.png,blue left.png,10203
140,blue.png,green.png,green red.png,black.png,green left.png,10204
141,red.png,yellow.png,yellow blue.png,red.png,green left.png,10205
142,yellow.png,green.png,black yellow yellow black.png,red.png,green left.png,10206
143,yellow.png,green.png,green blue.png,blue.png,blue left.png,10207
144,yellow.png,blue.png,green yellow.png,red.png,none.png,10208
145,orange.png,blue.png,orange yellow.png,blue.png,orange left.png,10209
146,black.png,black.png,green blue.png,yellow.png,red left.png,10210
147,yellow.png,blue.png,green yellow.png,yellow.png,yellow right.png,10211
148,yellow.png,orange.png,up_and_out black yellow.png,green.png,black left.png,10212
149,red.png,orange.png,black yellow yellow black.png,yellow.png,red left.png,10213
150,yellow.png,orange.png,blue red.png,blue.png,yellow right.png,10214
151,green.png,orange.png,black yellow yellow black.png,blue.png,green right.png,10215
152,blue.png,orange.png,left black yellow.png,orange.png,green left.png,10216
153,blue.png,orange.png,green yellow.png,yellow.png,green left.png,10217
154,orange.png,red.png,yellow blue.png,orange.png,yellow left.png,10218
155,orange.png,blue.png,black red.png,red.png,black right.png,10219
156,black.png,yellow.png,orange blue.png,blue.png,yellow left.png,10220
157,black.png,blue.png,yellow blue.png,black.png,none.png,10221
158,red.png,yellow.png,down black up red.png,green.png,black left.png,10222
159,red.png,yellow.png,yellow black black yellow.png,red.png,blue right.png,10223
160,red.png,red.png,orange yellow.png,red.png,none.png,10224
161,red.png,orange.png,green blue.png,red.png,orange left.png,10225
162,black.png,black.png,up_and_out black yellow.png,yellow.png,yellow right.png,10226
163,yellow.png,orange.png,green blue.png,orange.png,orange right.png,10227
164,red.png,black.png,yellow black black yellow.png,black.png,blue left.png,10228
165,blue.png,black.png,green blue.png,green.png,blue right.png,10229
166,blue.png,yellow.png,black yellow.png,orange.png,none.png,10230
167,orange.png,black.png,green red.png,orange.png,black left.png,10231
168,red.png,red.png,red blue.png,blue.png,red left.png,10232
169,orange.png,yellow.png,yellow black black yellow.png,black.png,yellow right.png,10233
170,orange.png,green.png,green blue.png,yellow.png,red left.png,10234
171,black.png,blue.png,yellow black black yellow.png,blue.png,green right.png,10235
172,red.png,red.png,black yellow yellow black.png,blue.png,black left.png,10236
173,green.png,red.png,yellow blue.png,red.png,green right.png,10237
174,green.png,blue.png,blue red.png,black.png,black left.png,10238
175,orange.png,blue.png,red blue.png,blue.png,none.png,10239
176,blue.png,yellow.png,left black yellow.png,yellow.png,orange left.png,10240
177,yellow.png,green.png,down black up red.png,orange.png,orange left.png,10241
178,yellow.png,yellow.png,black yellow.png,green.png,red left.png,10242
179,orange.png,orange.png,black red.png,yellow.png,yellow left.png,10243
180,black.png,black.png,black yellow yellow black.png,yellow.png,orange left.png,10244
181,yellow.png,red.png,green yellow.png,red.png,orange right.png,10245
182,green.png,orange.png,orange blue.png,black.png,black left.png,10246
183,red.png,orange.png,red blue.png,blue.png,orange left.png,10247
184,green.png,yellow.png,orange blue.png,red.png,yellow left.png,10248
185,blue.png,green.png,black yellow yellow black.png,black.png,black left.png,10249
186,yellow.png,yellow.png,red blue.png,green.png,yellow right.png,10250
187,red.png,black.png,orange yellow.png,orange.png,yellow right.png,10251
188,green.png,red.png,orange yellow.png,red.png,blue left.png,10252
189,black.png,orange.png,orange yellow.png,red.png,black right.png,10253
190,blue.png,black.png,green red.png,black.png,yellow right.png,10254
191,orange.png,red.png,up_and_out black yellow.png,black.png,black right.png,10255
192,blue.png,red.png,up_and_out black yellow.png,yellow.png,green left.png,10256
193,orange.png,orange.png,yellow blue.png,yellow.png,blue right.png,10257
194,red.png,red.png,up_and_out black yellow.png,orange.png,blue right.png,10258
195,blue.png,orange.png,black yellow.png,green.png,blue left.png,10259
196,blue.png,orange.png,yellow blue.png,green.png,black left.png,10260
197,orange.png,blue.png,left black yellow.png,green.png,none.png,10261
198,orange.png,black.png,yellow red.png,black.png,none.png,10262
199,black.png,blue.png,red blue.png,blue.png,blue left.png,10263
200,,,,,,10264
201,black.png,yellow.png,yellow blue.png,red.png,blue right.png,10265
202,blue.png,blue.png,blue red.png,red.png,none.png,10266
203,orange.png,blue.png,yellow green blue.png,red.png,orange left.png,10267
204,red.png,red.png,yellow black black yellow.png,blue.png,green right.png,10268
205,black.png,orange.png,orange yellow.png,red.png,none.png,10269
206,blue.png,black.png,green yellow.png,yellow.png,blue left.png,10270
207,yellow.png,red.png,red blue.png,yellow.png,blue left.png,10271
208,orange.png,green.png,green blue.png,red.png,none.png,10272
209,yellow.png,green.png,blue red.png,orange.png,orange right.png,10273
210,blue.png,blue.png,red blue.png,black.png,orange left.png,10274
211,yellow.png,blue.png,blue red.png,yellow.png,yellow left.png,10275
212,black.png,blue.png,green yellow.png,yellow.png,yellow left.png,10276
213,yellow.png,red.png,yellow red.png,orange.png,black left.png,10277
214,green.png,black.png,orange blue.png,yellow.png,yellow right.png,10278
215,yellow.png,blue.png,left black yellow.png,green.png,blue right.png,10279
216,blue.png,yellow.png,black yellow yellow black.png,green.png,orange left.png,10280
217,blue.png,yellow.png,black yellow yellow black.png,orange.png,green right.png,10281
218,green.png,black.png,up_and_out black yellow.png,red.png,black right.png,10282
219,green.png,orange.png,up_and_out black yellow.png,black.png,orange right.png,10283
220,blue.png,blue.png,yellow black black yellow.png,blue.png,red left.png,10284
221,blue.png,orange.png,black red.png,orange.png,orange right.png,10285
222,orange.png,yellow.png,green blue.png,black.png,yellow right.png,10286
223,yellow.png,green.png,red blue.png,orange.png,yellow left.png,10287
224,red.png,orange.png,yellow green blue.png,orange.png,green right.png,10288
225,black.png,blue.png,left black yellow.png,yellow.png,green right.png,10289
226,red.png,black.png,left black yellow.png,yellow.png,red left.png,10290
227,yellow.png,yellow.png,green red.png,black.png,green left.png,10291
228,yellow.png,blue.png,down black up red.png,black.png,yellow right.png,10292
229,orange.png,yellow.png,green red.png,black.png,red left.png,10293
230,red.png,orange.png,green blue.png,green.png,black right.png,10294
231,blue.png,orange.png,yellow blue.png,green.png,green left.png,10295
232,yellow.png,red.png,red blue.png,blue.png,blue left.png,10296
233,orange.png,red.png,blue red.png,black.png,orange right.png,10297
234,blue.png,yellow.png,black red.png,yellow.png,none.png,10298
235,black.png,black.png,black yellow.png,blue.png,blue right.png,10299
236,orange.png,orange.png,blue red.png,orange.png,orange left.png,10300
237,red.png,blue.png,green red.png,green.png,blue right.png,10301
238,red.png,blue.png,green red.png,green.png,black left.png,10302
239,blue.png,orange.png,up_and_out black yellow.png,green.png,red left.png,10303
240,orange.png,black.png,black yellow.png,black.png,green right.png,10304
241,red.png,blue.png,yellow green blue.png,blue.png,none.png,10305
242,orange.png,green.png,yellow black black yellow.png,green.png,orange left.png,10306
243,yellow.png,yellow.png,black red.png,black.png,orange right.png,10307
244,orange.png,black.png,black red.png,yellow.png,black left.png,10308
245,black.png,yellow.png,yellow blue.png,green.png,orange left.png,10309
246,green.png,black.png,black red.png,black.png,green right.png,10310
247,red.png,yellow.png,yellow black black yellow.png,orange.png,black left.png,10311
248,green.png,orange.png,left black yellow.png,green.png,green left.png,10312
249,orange.png,red.png,green blue.png,red.png,blue right.png,10313
250,black.png,red.png,black red.png,blue.png,black left.png,10314
251,orange.png,red.png,orange blue.png,blue.png,orange left.png,10315
252,red.png,red.png,blue red.png,red.png,blue left.png,10316
253,green.png,blue.png,multicolor.png,yellow.png,none.png,10317
254,black.png,yellow.png,blue red.png,green.png,green left.png,10318
255,blue.png,green.png,yellow blue.png,red.png,green left.png,10319
256,black.png,green.png,yellow black black yellow.png,orange.png,black right.png,10320
257,blue.png,yellow.png,yellow green blue.png,black.png,black left.png,10321
258,orange.png,orange.png,black red.png,blue.png,none.png,10322
259,green.png,orange.png,multicolor.png,black.png,green right.png,10323
260,red.png,orange.png,yellow black black yellow.png,orange.png,black right.png,10324
261,orange.png,green.png,black yellow.png,red.png,orange right.png,10325
262,red.png,red.png,green blue.png,blue.png,blue left.png,10326
263,red.png,blue.png,black yellow.png,green.png,yellow left.png,10327
264,black.png,orange.png,left black yellow.png,orange.png,black right.png,10328
265,blue.png,green.png,green red.png,black.png,red left.png,10329
266,blue.png,blue.png,green blue.png,yellow.png,orange right.png,10330
267,black.png,yellow.png,yellow green blue.png,green.png,yellow left.png,10331
268,blue.png,black.png,green yellow.png,red.png,black left.png,10332
269,black.png,yellow.png,green yellow.png,orange.png,orange left.png,10333
270,red.png,black.png,down black up red.png,green.png,yellow right.png,10334
271,orange.png,yellow.png,black red.png,blue.png,orange left.png,10335
272,blue.png,yellow.png,green yellow.png,green.png,yellow left.png,10336
273,red.png,black.png,black red.png,green.png,black left.png,10337
274,blue.png,blue.png,yellow blue.png,orange.png,orange left.png,10338
275,orange.png,black.png,down black up red.png,blue.png,blue left.png,10339
276,green.png,black.png,orange yellow.png,yellow.png,yellow right.png,10340
277,yellow.png,black.png,up_and_out black yellow.png,orange.png,black right.png,10341
278,yellow.png,blue.png,black yellow yellow black.png,green.png,black right.png,10342
279,yellow.png,red.png,yellow red.png,red.png,yellow right.png,10343
280,green.png,orange.png,green yellow.png,green.png,blue right.png,10344
281,blue.png,yellow.png,red blue.png,red.png,green left.png,10345
282,orange.png,blue.png,multicolor.png,yellow.png,red left.png,10346
283,red.png,orange.png,black yellow.png,yellow.png,green left.png,10347
284,black.png,orange.png,orange yellow.png,black.png,orange right.png,10348
285,yellow.png,green.png,orange yellow.png,yellow.png,yellow left.png,10349
286,blue.png,yellow.png,black red.png,green.png,orange left.png,10350
287,black.png,red.png,yellow blue.png,green.png,red left.png,10351
288,green.png,black.png,black yellow.png,yellow.png,blue right.png,10352
289,blue.png,orange.png,black yellow yellow black.png,orange.png,green right.png,10353
290,blue.png,red.png,orange blue.png,red.png,green left.png,10354
291,black.png,yellow.png,orange yellow.png,orange.png,red left.png,10355
292,black.png,black.png,green red.png,green.png,yellow left.png,10356
293,orange.png,red.png,left black yellow.png,red.png,green right.png,10357
294,red.png,red.png,green red.png,orange.png,yellow left.png,10358
295,red.png,blue.png,left black yellow.png,blue.png,green right.png,10359
296,red.png,yellow.png,left black yellow.png,green.png,green right.png,10360
297,orange.png,red.png,yellow blue.png,blue.png,none.png,10361
298,orange.png,black.png,orange blue.png,orange.png,yellow left.png,10362
299,blue.png,orange.png,green yellow.png,orange.png,green right.png,10363
300,green.png,black.png,green yellow.png,green.png,yellow left.png,10364
301,green.png,green.png,down black up red.png,blue.png,none.png,10365
302,red.png,yellow.png,down black up red.png,black.png,yellow left.png,10366
303,yellow.png,red.png,red blue.png,green.png,blue right.png,10367
304,red.png,orange.png,left black yellow.png,red.png,black left.png,10368
305,orange.png,black.png,blue red.png,blue.png,orange right.png,10369
306,green.png,green.png,black yellow.png,yellow.png,yellow left.png,10370
307,orange.png,black.png,black yellow yellow black.png,blue.png,black left.png,10371
308,green.png,blue.png,yellow blue.png,black.png,yellow left.png,10372
309,blue.png,green.png,orange blue.png,yellow.png,none.png,10373
310,yellow.png,red.png,left black yellow.png,orange.png,yellow left.png,10374
311,black.png,red.png,green red.png,black.png,green left.png,10375
312,black.png,red.png,left black yellow.png,red.png,red left.png,10376
313,yellow.png,orange.png,black red.png,green.png,green right.png,10377
314,black.png,red.png,orange yellow.png,red.png,yellow right.png,10378
315,blue.png,black.png,up_and_out black yellow.png,yellow.png,red left.png,10379
316,blue.png,blue.png,green red.png,red.png,black right.png,10380
317,yellow.png,blue.png,orange blue.png,blue.png,yellow left.png,10381
318,blue.png,orange.png,left black yellow.png,yellow.png,black right.png,10382
319,yellow.png,orange.png,green blue.png,green.png,black left.png,10383
320,yellow.png,orange.png,down black up red.png,red.png,red left.png,10384
321,blue.png,blue.png,yellow red.png,black.png,orange left.png,10385
322,black.png,black.png,green red.png,yellow.png,blue left.png,10386
323,black.png,orange.png,black yellow yellow black.png,green.png,green left.png,10387
324,red.png,black.png,green red.png,green.png,green right.png,10388
325,orange.png,black.png,green blue.png,blue.png,green right.png,10389
326,blue.png,red.png,yellow blue.png,orange.png,blue right.png,10390
327,black.png,red.png,green red.png,green.png,green left.png,10391
328,blue.png,red.png,orange blue.png,green.png,blue left.png,10392
329,orange.png,green.png,multicolor.png,orange.png,orange left.png,10393
330,orange.png,red.png,yellow red.png,red.png,green left.png,10394
331,black.png,blue.png,up_and_out black yellow.png,orange.png,red left.png,10395
332,red.png,green.png,yellow red.png,orange.png,yellow left.png,10396
333,yellow.png,green.png,yellow red.png,black.png,blue right.png,10397
334,green.png,red.png,multicolor.png,green.png,green left.png,10398
335,orange.png,yellow.png,orange yellow.png,red.png,orange right.png,10399
336,black.png,green.png,black yellow yellow black.png,green.png,none.png,10400
337,red.png,yellow.png,yellow black black yellow.png,blue.png,blue right.png,10401
338,blue.png,orange.png,left black yellow.png,red.png,blue left.png,10402
339,yellow.png,green.png,orange yellow.png,orange.png,green left.png,10403
340,yellow.png,blue.png,orange yellow.png,yellow.png,green left.png,10404
341,yellow.png,green.png,yellow blue.png,green.png,black left.png,10405
342,orange.png,yellow.png,yellow green blue.png,yellow.png,black right.png,10406
343,yellow.png,orange.png,black yellow yellow black.png,orange.png,blue left.png,10407
344,orange.png,blue.png,red blue.png,black.png,red left.png,10408
345,orange.png,black.png,black yellow yellow black.png,black.png,green right.png,10409
346,red.png,blue.png,green blue.png,green.png,green left.png,10410
347,yellow.png,orange.png,black yellow.png,blue.png,red left.png,10411
348,orange.png,orange.png,black yellow yellow black.png,green.png,blue right.png,10412
349,yellow.png,blue.png,green red.png,black.png,yellow right.png,10413
350,green.png,red.png,left black yellow.png,yellow.png,none.png,10414
351,black.png,blue.png,orange yellow.png,blue.png,orange right.png,10415
352,orange.png,red.png,green red.png,red.png,yellow left.png,10416
353,orange.png,red.png,yellow green blue.png,black.png,yellow left.png,10417
354,red.png,orange.png,black red.png,green.png,green left.png,10418
355,red.png,black.png,black red.png,yellow.png,none.png,10419
356,yellow.png,blue.png,multicolor.png,green.png,green left.png,10420
357,yellow.png,black.png,up_and_out black yellow.png,green.png,yellow left.png,10421
358,black.png,yellow.png,blue red.png,green.png,yellow right.png,10422
359,orange.png,yellow.png,down black up red.png,red.png,blue right.png,10423
360,black.png,black.png,multicolor.png,orange.png,blue right.png,10424
361,black.png,yellow.png,green blue.png,orange.png,yellow left.png,10425
362,green.png,red.png,green blue.png,red.png,red left.png,10426
363,green.png,green.png,green blue.png,black.png,black right.png,10427
364,red.png,green.png,up_and_out black yellow.png,yellow.png,green right.png,10428
365,black.png,blue.png,black yellow.png,green.png,black left.png,10429
366,orange.png,yellow.png,yellow red.png,yellow.png,green right.png,10430
367,green.png,yellow.png,black yellow.png,black.png,yellow left.png,10431
368,black.png,black.png,red blue.png,black.png,red left.png,10432
369,red.png,green.png,red blue.png,orange.png,blue left.png,10433
370,yellow.png,green.png,yellow black black yellow.png,black.png,blue right.png,10434
371,blue.png,blue.png,down black up red.png,black.png,none.png,10435
372,black.png,blue.png,green red.png,green.png,orange left.png,10436
373,orange.png,red.png,yellow black black yellow.png,red.png,black left.png,10437
374,red.png,green.png,orange blue.png,blue.png,none.png,10438
375,yellow.png,red.png,black yellow.png,yellow.png,none.png,10439
376,green.png,yellow.png,blue red.png,yellow.png,yellow right.png,10440
377,green.png,blue.png,green yellow.png,orange.png,green right.png,10441
378,green.png,orange.png,down black up red.png,orange.png,green right.png,10442
379,blue.png,orange.png,blue red.png,yellow.png,red left.png,10443
380,yellow.png,blue.png,black yellow.png,green.png,yellow left.png,10444
381,green.png,yellow.png,yellow black black yellow.png,black.png,red left.png,10445
382,red.png,red.png,down black up red.png,orange.png,orange left.png,10446
383,black.png,blue.png,yellow red.png,yellow.png,yellow right.png,10447
384,green.png,yellow.png,black yellow yellow black.png,orange.png,black left.png,10448
385,orange.png,orange.png,green blue.png,red.png,red left.png,10449
386,yellow.png,red.png,green yellow.png,green.png,black right.png,10450
387,green.png,black.png,blue red.png,yellow.png,blue left.png,10451
388,red.png,blue.png,black yellow.png,green.png,black right.png,10452
389,blue.png,orange.png,green blue.png,orange.png,green left.png,10453
390,black.png,green.png,left black yellow.png,yellow.png,green left.png,10454
391,black.png,orange.png,orange yellow.png,yellow.png,orange left.png,10455
392,orange.png,green.png,green blue.png,green.png,yellow left.png,10456
393,yellow.png,blue.png,left black yellow.png,blue.png,black left.png,10457
394,blue.png,yellow.png,blue red.png,black.png,black right.png,10458
395,green.png,red.png,down black up red.png,black.png,none.png,10459
396,yellow.png,black.png,yellow red.png,black.png,none.png,10460
397,yellow.png,black.png,red blue.png,blue.png,blue left.png,10461
398,yellow.png,blue.png,black yellow.png,yellow.png,blue left.png,10462
399,orange.png,black.png,black yellow yellow black.png,red.png,blue right.png,10463
400,,,,,,10464
401,yellow.png,black.png,down black up red.png,red.png,orange right.png,10465
402,red.png,orange.png,orange yellow.png,yellow.png,orange left.png,10466
403,orange.png,yellow.png,up_and_out black yellow.png,red.png,blue left.png,10467
404,blue.png,red.png,multicolor.png,orange.png,none.png,10468
405,blue.png,yellow.png,yellow red.png,orange.png,red left.png,10469
406,red.png,black.png,yellow green blue.png,orange.png,orange right.png,10470
407,red.png,blue.png,yellow black black yellow.png,orange.png,yellow left.png,10471
408,red.png,blue.png,black yellow.png,blue.png,green right.png,10472
409,red.png,orange.png,orange blue.png,red.png,yellow right.png,10473
410,blue.png,orange.png,green yellow.png,yellow.png,black right.png,10474
411,black.png,black.png,left black yellow.png,orange.png,orange right.png,10475
412,green.png,black.png,green red.png,orange.png,blue left.png,10476
413,black.png,red.png,black red.png,yellow.png,red left.png,10477
414,green.png,green.png,green red.png,yellow.png,orange right.png,10478
415,black.png,orange.png,green blue.png,blue.png,green right.png,10479
416,orange.png,green.png,yellow black black yellow.png,green.png,black left.png,10480
417,yellow.png,green.png,up_and_out black yellow.png,blue.png,black right.png,10481
418,black.png,blue.png,yellow black black yellow.png,black.png,blue left.png,10482
419,blue.png,red.png,down black up red.png,green.png,blue right.png,10483
420,red.png,yellow.png,left black yellow.png,blue.png,none.png,10484
421,orange.png,yellow.png,yellow green blue.png,orange.png,none.png,10485
422,orange.png,orange.png,green yellow.png,red.png,yellow left.png,10486
423,orange.png,yellow.png,down black up red.png,green.png,black left.png,10487
424,blue.png,blue.png,green red.png,red.png,yellow left.png,10488
425,red.png,black.png,green red.png,black.png,blue right.png,10489
426,green.png,blue.png,black yellow yellow black.png,blue.png,yellow left.png,10490
427,yellow.png,red.png,yellow green blue.png,blue.png,black left.png,10491
428,red.png,green.png,black red.png,black.png,orange right.png,10492
429,red.png,orange.png,up_and_out black yellow.png,red.png,yellow left.png,10493
430,orange.png,orange.png,blue red.png,blue.png,none.png,10494
431,yellow.png,orange.png,red blue.png,green.png,orange left.png,10495
432,green.png,yellow.png,left black yellow.png,yellow.png,orange left.png,10496
433,yellow.png,orange.png,black red.png,black.png,black right.png,10497
